機構名稱,縣市,行政區,地址全址,特約服務項目,機構電話,電子郵件,機構負責人姓名
新北市五股區衛生所,新北市,五股區,新北市五股區新城三路11號,居家失能個案家庭醫師照護服務,02-2917717,AG5172@ntpc.gov.tw,張筱婉
曉依語言治療所,新北市,新莊區,新北市新莊區中央路303號3樓,專業照護服務,922024698,hsiaoyist@gmail.com,陳曉依
新北市萬里區衛生所,新北市,萬里區,新北市萬里區瑪鋉路157號,個案管理服務,02-24921117,tpc266@ntpc.gov.tw, 劉尚霖
新北市萬里區衛生所,新北市,萬里區,新北市萬里區瑪鋉路157號,居家失能個案家庭醫師照護服務,02-24921117,tpc266@ntpc.gov.tw, 劉尚霖
新北市萬里區衛生所,新北市,萬里區,新北市萬里區瑪鋉路157號,喘息服務,02-24921117,tpc266@ntpc.gov.tw, 劉尚霖
新北市私立永安居家長照機構,新北市,新店區,新北市新店區國豐里中正路399巷13號,居家服務,02-86656656,a0936732090@gmail.com,周雅婷
新北市私立永安居家長照機構,新北市,新店區,新北市新店區國豐里中正路399巷13號,喘息服務,02-86656656,a0936732090@gmail.com,周雅婷
太豐交通有限公司,臺北市,文山區,臺北市文山區景福街196號,交通接送服務,02-29182234,Raymon-cl@hotmail.com,林勝華
知心居家長照有限公司附設新北市私立知心居家長照機構,新北市,樹林區,新北市樹林區金寮里保安街二段31巷3號1樓,居家服務,02-26757565,kh87393538@gmail.com,李水治
知心居家長照有限公司附設新北市私立知心居家長照機構,新北市,樹林區,新北市樹林區金寮里保安街二段31巷3號1樓,喘息服務,02-26757565,kh87393538@gmail.com,李水治
知心居家長照有限公司附設新北市私立知心居家長照機構,新北市,樹林區,新北市樹林區金寮里保安街二段31巷3號1樓,專業照護服務,02-26757565,kh87393538@gmail.com,李水治
大心居家護理所,新北市,樹林區,新北市樹林區大義路238號1樓,喘息服務,02-26808878,bigheart.nurse@gmail.com,簡秀娟
新北市私立大心居家長照機構,新北市,樹林區,新北市樹林區南園里大義路238號1樓,個案管理服務,2680-8878,dasin.homecare@gmail.com,簡秀娟
新北市私立大心居家長照機構,新北市,樹林區,新北市樹林區南園里大義路238號1樓,居家服務,2680-8878,dasin.homecare@gmail.com,簡秀娟
新北市私立大心居家長照機構,新北市,樹林區,新北市樹林區南園里大義路238號1樓,喘息服務,2680-8878,dasin.homecare@gmail.com,簡秀娟
新北市私立大心居家長照機構,新北市,樹林區,新北市樹林區南園里大義路238號1樓,專業照護服務,2680-8878,dasin.homecare@gmail.com,簡秀娟
愛迪樂居家職能治療所,臺北市,南港區,臺北市南港區福德街373巷5號15樓,專業照護服務,,adlers0615@gmail.com,鍾孟修
財團法人台北市私立愛愛院,臺北市,萬華區,臺北市萬華區大理街175巷27號,喘息服務,02-23060493,csp1@aiai.org.tw,施武靖
樂田健康生活有限公司附設新北市私立樂田居家長照機構,新北市,樹林區,新北市樹林區柑園里學林路13號2樓,居家服務,955185838,rakudacare@gmail.com,黃冠惟
樂田健康生活有限公司附設新北市私立樂田居家長照機構,新北市,樹林區,新北市樹林區柑園里學林路13號2樓,喘息服務,955185838,rakudacare@gmail.com,黃冠惟
新北市私立達霖居家長照機構,新北市,板橋區,新北市板橋區篤行路三段18號2樓,居家服務,2685-5992,darlinghomecare@gmail.com,林凱瑩
新北市私立達霖居家長照機構,新北市,板橋區,新北市板橋區篤行路三段18號2樓,喘息服務,2685-5992,darlinghomecare@gmail.com,林凱瑩
生通股份有限公司,臺北市,中山區,臺北市中山區民權東路一段55號,交通接送服務,02-25997667,doreen@wcarsharing.com,陳金棍
陳敏玲內科診所,新北市,板橋區,新北市板橋區溪崑二街97號,居家失能個案家庭醫師照護服務,26816661,apple.yaping168@gmail.com,陳敏玲
新北市私立佳嘉居家長照機構,新北市,八里區,新北市八里區荖阡里訊塘路3號3樓,居家服務,2619-5676,jaja131488@gmail.com,林秀真
新北市私立佳嘉居家長照機構,新北市,八里區,新北市八里區荖阡里訊塘路3號3樓,喘息服務,2619-5676,jaja131488@gmail.com,林秀真
社團法人中華民國士林靈糧堂社會福利協會附設臺北市私立內湖社區長照機構,臺北市,內湖區,臺北市內湖區樂康里康樂街136巷15弄1、3、5號,日間照顧服務,02-26307538,neihudaycare@slsc.org.tw,劉群茂
社團法人中華民國士林靈糧堂社會福利協會附設臺北市私立內湖社區長照機構,臺北市,內湖區,臺北市內湖區樂康里康樂街136巷15弄1、3、5號,小規模多機能服務,02-26307538,neihudaycare@slsc.org.tw,劉群茂
社團法人中華民國士林靈糧堂社會福利協會附設臺北市私立內湖社區長照機構,臺北市,內湖區,臺北市內湖區樂康里康樂街136巷15弄1、3、5號,喘息服務,02-26307538,neihudaycare@slsc.org.tw,劉群茂
國立臺灣大學醫學院附設醫院金山分院附設居家護理所,新北市,金山區,新北市金山區五湖里玉爐路7號,專業照護服務,02-24989898,eaglejsh@gmail.com,劉旭華
有限責任臺北市樂見在照顧服務勞動合作社附設私立樂見在居家長照機構,臺北市,松山區,臺北市松山區中崙里松山區八德路二段447號7樓,居家服務,02-2303-0369,Lcancarer@gmail.com,倪玲娜
有限責任臺北市樂見在照顧服務勞動合作社附設私立樂見在居家長照機構,臺北市,松山區,臺北市松山區中崙里松山區八德路二段447號7樓,喘息服務,02-2303-0369,Lcancarer@gmail.com,倪玲娜
社團法人台灣心方向協會附設新北市私立心方向居家長照機構,新北市,新莊區,新北市新莊區頭前里福前街65號6樓,喘息服務,29900060,heartdirection1@gmail.com,孫幼華
社團法人台灣心方向協會附設新北市私立心方向居家長照機構,新北市,新莊區,新北市新莊區頭前里福前街65號6樓,居家服務,29900060,heartdirection1@gmail.com,孫幼華
愛佳生活股份有限公司附設新北市私立樹林愛佳生活社區長照機構,新北市,樹林區,新北市樹林區三龍里2鄰中正路632巷1號3樓,日間照顧服務,(02)2680-8000,Jean030973@gmail.com,吳霈綺
愛佳生活股份有限公司附設新北市私立樹林愛佳生活社區長照機構,新北市,樹林區,新北市樹林區三龍里2鄰中正路632巷1號3樓,小規模多機能服務,(02)2680-8000,Jean030973@gmail.com,吳霈綺
愛佳生活股份有限公司附設新北市私立樹林愛佳生活社區長照機構,新北市,樹林區,新北市樹林區三龍里2鄰中正路632巷1號3樓,喘息服務,(02)2680-8000,Jean030973@gmail.com,吳霈綺
新北市樹林區衛生所,新北市,樹林區,新北市樹林區樹新路40-7號,居家失能個案家庭醫師照護服務,(02)26812134,AI5634@ntpc.gov.tw,曾淑娟
喜樂園長照股份有限公司附設臺北市私立喜樂園居家長照機構,臺北市,松山區,臺北市松山區吉祥里八德路4段123號2樓之4,居家服務,27602270,formosacpa@gmail.com,張經緯
喜樂園長照股份有限公司附設臺北市私立喜樂園居家長照機構,臺北市,松山區,臺北市松山區吉祥里八德路4段123號2樓之4,喘息服務,27602270,formosacpa@gmail.com,張經緯
新北市私立祐安老人長期照顧中心(養護型),新北市,三重區,新北市三重區自強路四段6、8號3樓,喘息服務,02-22866311,a004026x@yahoo.com.tw,黃鼎晉
芊潁顧問有限公司附設臺北市私立芊潁居家長照機構,臺北市,中山區,臺北市中山區行政里建國北路3段94號2樓(D201室),居家服務,02-2508-0383,qianyingoffice@gmail.com,何冠潁
芊潁顧問有限公司附設臺北市私立芊潁居家長照機構,臺北市,中山區,臺北市中山區行政里建國北路3段94號2樓(D201室),喘息服務,02-2508-0383,qianyingoffice@gmail.com,何冠潁
八里佳醫護理之家,新北市,八里區,新北市八里區觀海大道185號、185號2樓、185號2樓之1,喘息服務,02-26104913,chingpam@gmail.com,張鈺嫺
善和居家長照有限公司附設新北市私立善和居家長照機構,新北市,板橋區,新北市板橋區雙十路二段176號4樓,居家服務,2255-6700,dr.loyuhuan@gmail.com,羅友桓
善和居家長照有限公司附設新北市私立善和居家長照機構,新北市,板橋區,新北市板橋區雙十路二段176號4樓,喘息服務,2255-6700,dr.loyuhuan@gmail.com,羅友桓
台灣受恩整合服務股份有限公司附設新北市私立受恩居家長照機構,新北市,永和區,新北市永和區得和路103號3樓,個案管理服務,8660-5972,eric.li@stipendiary.tw,劉庭軒
台灣受恩整合服務股份有限公司附設新北市私立受恩居家長照機構,新北市,永和區,新北市永和區得和路103號3樓,居家服務,8660-5972,eric.li@stipendiary.tw,劉庭軒
台灣受恩整合服務股份有限公司附設新北市私立受恩居家長照機構,新北市,永和區,新北市永和區得和路103號3樓,喘息服務,8660-5972,eric.li@stipendiary.tw,劉庭軒
聯心健康顧問有限公司附設新北市私立聯心居家長照機構,新北市,板橋區,新北市板橋區民生路一段3號13樓之6,專業照護服務,02-29642985,he.lienhsin888@gmail.com,王維珩
聯心健康顧問有限公司附設新北市私立聯心居家長照機構,新北市,板橋區,新北市板橋區民生路一段3號13樓之6,居家服務,02-29642985,he.lienhsin888@gmail.com,王維珩
聯心健康顧問有限公司附設新北市私立聯心居家長照機構,新北市,板橋區,新北市板橋區民生路一段3號13樓之6,喘息服務,02-29642985,he.lienhsin888@gmail.com,王維珩
蕭中正醫院,新北市,板橋區,新北市板橋區南雅南路一段1巷30號2樓,個案管理服務,02-29685661,suky.huang@hsiaohospital.org,蕭中正
財團法人天主教失智老人社會福利基金會附設臺北市私立聖若瑟失智老人養護中心,臺北市,萬華區,臺北市萬華區保德里德昌街125巷11號,日間照顧服務,02-23046716#108,s8910009@ms61.hinet.net,鍾安住
財團法人恆安社會福利慈善事業基金會附設新北市私立恆安居家長照機構,新北市,板橋區,新北市板橋區民生路一段57、59號12樓,個案管理服務,2959-5855,homecare_ntc@hangan.org,胡世賢
財團法人恆安社會福利慈善事業基金會附設新北市私立恆安居家長照機構,新北市,板橋區,新北市板橋區民生路一段57、59號12樓,喘息服務,2959-5855,homecare_ntc@hangan.org,胡世賢
財團法人恆安社會福利慈善事業基金會附設新北市私立恆安居家長照機構,新北市,板橋區,新北市板橋區民生路一段57、59號12樓,居家服務,2959-5855,homecare_ntc@hangan.org,胡世賢
財團法人恆安社會福利慈善事業基金會附設新北市私立恆安居家長照機構,新北市,板橋區,新北市板橋區民生路一段57、59號12樓,營養餐飲服務,2959-5855,homecare_ntc@hangan.org,胡世賢
財團法人台灣省私立健順養護中心附設新北市私立健順居家式服務類長期照顧服務機構,新北市,中和區,新北市中和區大勇街96號2樓,個案管理服務,89423255-10,yonghe.homecare@gmail.com,黃禎祥
財團法人台灣省私立健順養護中心附設新北市私立健順居家式服務類長期照顧服務機構,新北市,中和區,新北市中和區大勇街96號2樓,專業照護服務,89423255-10,yonghe.homecare@gmail.com,黃禎祥
財團法人台灣省私立健順養護中心附設新北市私立健順居家式服務類長期照顧服務機構,新北市,中和區,新北市中和區大勇街96號2樓,居家服務,89423255-10,yonghe.homecare@gmail.com,黃禎祥
財團法人台灣省私立健順養護中心附設新北市私立健順居家式服務類長期照顧服務機構,新北市,中和區,新北市中和區大勇街96號2樓,喘息服務,89423255-10,yonghe.homecare@gmail.com,黃禎祥
新北市私立安怡老人長期照顧中心(養護型),新北市,中和區,新北市中和區建一路87號3樓,喘息服務,02-22287623,anyi10810@gmail.com,李倩穎
中化銀髮事業股份有限公司附設新北市私立中化銀髮居家長照機構,新北市,中和區,新北市中和區安平路89-1號1、2樓,居家服務,02-8668-0026,didi0522@ccpc.com.tw,王謝怡貞
中化銀髮事業股份有限公司附設新北市私立中化銀髮居家長照機構,新北市,中和區,新北市中和區安平路89-1號1、2樓,喘息服務,02-8668-0026,didi0522@ccpc.com.tw,王謝怡貞
新北市私立連城老人長期照顧中心(養護型),新北市,中和區,新北市中和區板南路337號4樓,喘息服務,02-22479996,seedling337@gmail.com,羅至宏
衛生福利部雙和醫院(委託臺北醫學大學興建經營),新北市,中和區,新北市中和區中正里中正路291號,個案管理服務,02-22490088,21470@s.tmu.edu.tw,程毅君
衛生福利部雙和醫院(委託臺北醫學大學興建經營),新北市,中和區,新北市中和區中正里中正路291號,居家失能個案家庭醫師照護服務,02-22490088,21470@s.tmu.edu.tw,程毅君
耆康實業有限公司附設臺北市私立小太陽居家長照機構,臺北市,松山區,臺北市松山區自強里三民路35巷9號2樓,居家服務,27420058,tw.softlife@gmail.com,嚴成茂
耆康實業有限公司附設臺北市私立小太陽居家長照機構,臺北市,松山區,臺北市松山區自強里三民路35巷9號2樓,喘息服務,27420058,tw.softlife@gmail.com,嚴成茂
双慈護理之家,新北市,中和區,新北市中和區中正路909號8、9樓,喘息服務,02-82286000,lisa350207@gmail.com,吳佳鈴
新北市私立双慈老人長期照顧中心(養護型),新北市,中和區,新北市中和區中正路909號5樓,喘息服務,82286093,lisa350207@gmail.com,吳佳鈴
新北市私立常春藤居家長照機構,新北市,汐止區,新北市汐止區湖興里新台五路一段97號27樓之7(C6),個案管理服務,2642-1938,ivycareee@gmail.com,俞美娟
新北市私立常春藤居家長照機構,新北市,汐止區,新北市汐止區湖興里新台五路一段97號27樓之7(C6),營養餐飲服務,2642-1938,ivycareee@gmail.com,俞美娟
新北市私立常春藤居家長照機構,新北市,汐止區,新北市汐止區湖興里新台五路一段97號27樓之7(C6),專業照護服務,2642-1938,ivycareee@gmail.com,俞美娟
新北市私立常春藤居家長照機構,新北市,汐止區,新北市汐止區湖興里新台五路一段97號27樓之7(C6),居家服務,2642-1938,ivycareee@gmail.com,俞美娟
新北市私立常春藤居家長照機構,新北市,汐止區,新北市汐止區湖興里新台五路一段97號27樓之7(C6),喘息服務,2642-1938,ivycareee@gmail.com,俞美娟
